CA_AGRI_cereale_L3_desc;Ce qui était naguère un tas de broussailles est maintenant une exploitation agricole où la culture du blé et du froment sont menées de main de maître.;Ce qui était naguère un tas de broussailles est maintenant une exploitation agricole où la culture du blé et du froment sont menées de main de maître.;;;;;;;;;;;;x;
#VERGER (côteaux);;;;;;;;;;;;;;;x
CA_AGRI_verger_L1;FRUITS : Small Ochards;FRUITS : Vergers Épars;;;;;;;;;;;;x ;
CA_AGRI_verger_L2;FRUITS : Bigger Ochards;FRUITS : Grands Vergers;;;;;;;;;;;;x;
CA_AGRI_verger_L3;FRUITS : Feudal Ochards;FRUITS : Vergers Seigneuriaux;;;;;;;;;;;;x;
CA_AGRI_verger_L3_desc;Les vergers couvrent à présent une bonne partie des côteaux et les arbres plient sous le poids de leurs fruits abondants.;Les vergers couvrent à présent une bonne partie des côteaux et les arbres plient sous le poids de leurs fruits abondants.;;;;;;;;;;;;x;
#ELEVAGE ovin (sauf montagne);;;;;;;;;;;;;;;x
CA_ELEV_ovin_L1a;BETAIL : Pâturages;BETAIL : Pâturages;;;;;;;;;;;;x;
CA_ELEV_ovin_L1a_desc;Un endroit propice à la consommation de l'herbe, un met de choix pour les ovins sous la houlette des bergers et bergères venant des hameaux alentours.;Un endroit propice à la consommation de l'herbe, un met de choix pour les ovins sous la houlette des bergers et bergères venant des hameaux alentours.;;;;;;;;;;;;x;
CA_ELEV_ovin_L2a;BETAIL : Enclos à ovins;BETAIL : Enclos à ovins;;;;;;;;;;;;x;
CA_ELEV_ovin_L2a_desc;Un ensemble d'enclos a été construit de manière à concentrer davantage la production ovine et en faciliter la surveillance.;Un ensemble d'enclos a été construit de manière à concentrer davantage la production ovine et en faciliter la surveillance.;;;;;;;;;;;;x;
CA_ELEV_ovin_L3a;BETAIL : Bergerie;BETAIL : Bergerie;;;;;;;;;;;;x;
CA_ELEV_ovin_L3a_desc;La bergerie accueille les ovins pour la nuit et leur apporte protection face aux prédateurs aux longues dents...;La bergerie accueille les ovins pour la nuit et leur apporte protection face aux prédateurs aux longues dents...;;;;;;;;;;;;x;
#ELEVAGE ovin (alpage, montagne);;;;;;;;;;;;;;;x
CA_ELEV_ovin_L1b;BETAIL : Alpage;BETAIL : Alpage;;;;;;;;;;;;x;
CA_ELEV_ovin_L1b_desc;Cette prairie d'altitude est fréquentée pendant toute la belle saison et offre aux ovins une herbe fleurie et savoureuse dont ils raffolent.;Cette prairie d'altitude est fréquentée pendant toute la belle saison et offre aux ovins une herbe fleurie et savoureuse dont ils raffolent.;;;;;;;;;;;;x;
CA_ELEV_ovin_L2b;BETAIL : Refuge d'alpage;BETAIL : Refuge d'alpage;;;;;;;;;;;;x;
CA_ELEV_ovin_L2b_desc;Tout juste un modeste abri en bois assorti d'un enclos pour les bêtes, assurant néanmoins de meilleures conditions d'élevage.;Tout juste un modeste abri en bois assorti d'un enclos pour les bêtes, assurant néanmoins de meilleures conditions d'élevage.;;;;;;;;;;;;x;
CA_ELEV_ovin_L3b;BETAIL : Hameau d'alpage;BETAIL : Hameau d'alpage;;;;;;;;;;;;x;
CA_ELEV_ovin_L3b_desc;Tout juste quelques cabanes et abris saisonniers accueillant un petit groupe de bergers et leurs troupeaux paissant sur l'ensemble de l'alpage.;Tout juste quelques cabanes et abris saisonniers accueillant un petit groupe de bergers et leurs troupeaux paissant sur l'ensemble de l'alpage.;;;;;;;;;;;;x;
#BOIS (plaine + foret );;;;;;;;;;;;;;;x
CA_BOIS_bois_L1;WOOD : Woodcutters' Camp1;BOIS : Site de Coupe;;;;;;;;;;;;x;
CA_BOIS_bois_L2;WOOD : Woodcutters' Camp2;BOIS : Camp de Bûcherons;;;;;;;;;;;;x;
CA_BOIS_bois_L3;WOOD : Woodcutters' Camp3;BOIS : Exploitation Forestière;;;;;;;;;;;;x;
#CHARBON DE BOIS (foret);;;;;;;;;;;;;;;x
CA_BOIS_charbon_L1;CHARBON DE BOIS : Charbonnière Improvisée;CHARBON DE BOIS : Charbonnière Improvisée;;;;;;;;;;;;x;
CA_BOIS_charbon_L2;CHARBON DE BOIS : Charbonnière Permanente;CHARBON DE BOIS : Charbonnière Permanente;;;;;;;;;;;;x;
CA_BOIS_charbon_L3;CHARBON DE BOIS : Charbonnière Seigneuriale;CHARBON DE BOIS : Charbonnière Seigneuriale;;;;;;;;;;;;x;
#CARRIERE pierre (montagne + côteau);;;;;;;;;;;;;;;x
CA_CARR_pierre_L1;PIERRE : Carrière sommaire;PIERRE : Carrière sommaire;;;;;;;;;;;;x;
CA_CARR_pierre_L1_desc;L'exploitation consiste surtout à casser des rochers plus gros dans un éboulis ou un affleurement rocheux d'une colline. On y extrait péniblement roches et remblais qui seront utilisés localement.;L'exploitation consiste surtout à casser des rochers plus gros dans un éboulis ou un affleurement rocheux d'une colline. On y extrait péniblement roches et remblais qui seront utilisés localement.;;;;;;;;;;;;x;
CA_CARR_pierre_L2;PIERRE : Front de taille;PIERRE : Front de taille;;;;;;;;;;;;x;
CA_CARR_pierre_L2_desc;L'intensification de l'extraction a formé cette paroi verticale ouverte dans ce flanc de plateau, permettant d'extraire de la pierre en gros bloc qui pourront donner une belle pierre de taille.;L'intensification de l'extraction a formé cette paroi verticale ouverte dans ce flanc de plateau, permettant d'extraire de la pierre en gros bloc qui pourront donner une belle pierre de taille.;;;;;;;;;;;;x;
CA_CARR_pierre_L3;PIERRE : Grande Carrière;PIERRE : Grande Carrière;;;;;;;;;;;;x;
CA_CARR_pierre_L3_desc;Ce site carrier fournit l'ensemble de la région en pierre de qualité qui sert notamment à l'édification de fortifications ou contructions telles les églises et cathédrales.;Ce site carrier fournit l'ensemble de la région en pierre de qualité qui sert notamment à l'édification de fortifications ou contructions telles les églises et cathédrales.;;;;;;;;;;;;x;
#MINE minerai (montagne + côteau);;;;;;;;;;;;;;;x
CA_MINE_minerai_L1;MINERAI : Excavation Minière;MINERAI : Excavation Minière;;;;;;;;;;;;x;
CA_MINE_minerai_L1_desc;Une excavation grossière a été forée dans la roche. On y en extrait péniblement du minerai.;Une excavation grossière a été forée dans la roche. On y en extrait péniblement du minerai.;;;;;;;;;;;;x;
CA_MINE_minerai_L2;MINERAI : Tunnels Miniers;MINERAI : Tunnels Miniers;;;;;;;;;;;;x;
CA_MINE_minerai_L2_desc;L'excavation s'est agrandie et des galeries partent dans plusieurs directions qui suivent les veines, permettant une production croissante qui pourra être transformée dans une forge.;L'excavation s'est agrandie et des galeries partent dans plusieurs directions qui suivent les veines, permettant une production croissante qui pourra être transformée dans une forge.;;;;;;;;;;;;x;
CA_MINE_minerai_L3;MINERAI : Grande Mine;MINERAI : Grande Mine;;;;;;;;;;;;x;
CA_MINE_minerai_L3_desc;Maintenant, une vraie mine soutenue par des étais a été creusée. Les risques d'éboulement sont diminués et les mineurs peuvent travailler plus sereinement. Le minerai extrait en bonnes quantités pourra dès lors fournir le métal nécessaire à la fabrication d'armes et outils.;Maintenant, une vraie mine soutenue par des étais a été creusée. Les risques d'éboulement sont diminués et les mineurs peuvent travailler plus sereinement. Le minerai extrait en bonnes quantités pourra dès lors fournir le métal nécessaire à la fabrication d'armes et outils.;;;;;;;;;;;;x;
#FISH pêche (côtes);;;;;;;;;;;;;;;x
CA_FISH_peche_L1;PECHE : Ponton;PECHE : Ponton;;;;;;;;;;;;x;
CA_FISH_peche_L1_desc;Un ponton a été construit afin d'y accueillir quelques barques de pêcheurs.;Un ponton a été construit afin d'y accueillir quelques barques de pêcheurs.;;;;;;;;;;;;x;
CA_FISH_peche_L2;PECHE : Quai;PECHE : Quai;;;;;;;;;;;;x;
CA_FISH_peche_L2_desc;Le ponton a été transformé en un quai et peut maintenant accueillir une flotille de pêche ramenant suffisamment de poissons tant pour nourrir la population locale qu'alimenter les activités de salage et fumage de la région.;Le ponton a été transformé en un quai et peut maintenant accueillir une flotille de pêche ramenant suffisamment de poissons tant pour nourrir la population locale qu'alimenter les activités de salage et fumage de la région.;;;;;;;;;;;;x;
CA_FISH_peche_L3;PECHE : Port;PECHE : Port;;;;;;;;;;;;x;
CA_FISH_peche_L3_desc;C'est maintenant un port fourmillant d'activités et accueillant une pêche abondante qui est installé sur le site.;C'est maintenant un port fourmillant d'activités et accueillant une pêche abondante qui est installé sur le site.;;;;;;;;;;;;x;
#FISH pisciculture (terres);;;;;;;;;;;;;;;x
CA_FISH_pisci_L1;PISCICULTURE : Élevage en Rivière;PISCICULTURE : Élevage en Rivière;Élevage Piscicole en Rivière;;;;;;;;;;;x;
CA_FISH_pisci_L2;PISCICULTURE : Étang Aménagé;PISCICULTURE : Étang Aménagé;Étang Aménagé;;;;;;;;;;;x;
#CA_FISH_pisci_L3;PISCICULTURE : Ferme Piscicole;PISCICULTURE : Ferme Piscicole;Ferme Piscicole;;;;;;;;;;;x;
CA_AGRI_moulin_L1;;;;;;;;;;;;;;x
CA_AGRI_moulin_L1_desc;;;;;;;;;;;;;;x
CA_AGRI_moulin_L2;;;;;;;;;;;;;;x
CA_AGRI_moulin_L2_desc;;;;;;;;;;;;;;x
CA_AGRI_moulin_L3;;;;;;;;;;;;;;x
CA_AGRI_moulin_L3_desc;;;;;;;;;;;;;;x
CA_AGRI_boulangerie_L1;;;;;;;;;;;;;;x
CA_AGRI_boulangerie_L1_desc;;;;;;;;;;;;;;x
CA_AGRI_boulangerie_L2;;;;;;;;;;;;;;x
CA_AGRI_boulangerie_L2_desc;;;;;;;;;;;;;;x
CA_AGRI_boulangerie_L3;;;;;;;;;;;;;;x
CA_AGRI_boulangerie_L3_desc;;;;;;;;;;;;;;x
CA_FISH_fumoir_L1;;;;;;;;;;;;;;x
CA_FISH_fumoir_L1_desc;;;;;;;;;;;;;;x
CA_FISH_fumoir_L2;;;;;;;;;;;;;;x
CA_FISH_fumoir_L2_desc;;;;;;;;;;;;;;x
CA_FISH_fumoir_L3;;;;;;;;;;;;;;x
CA_FISH_fumoir_L3_desc;;;;;;;;;;;;;;x
CA_scierie_L1;;;;;;;;;;;;;;x
CA_scierie_L1_desc;;;;;;;;;;;;;;x
CA_scierie_L2;;;;;;;;;;;;;;x
CA_scierie_L2_desc;;;;;;;;;;;;;;x
CA_scierie_L3;;;;;;;;;;;;;;x
CA_scierie_L3_desc;;;;;;;;;;;;;;x
CA_four_L1;;;;;;;;;;;;;;x
CA_four_L1_desc;;;;;;;;;;;;;;x
CA_four_L2;;;;;;;;;;;;;;x
CA_four_L2_desc;;;;;;;;;;;;;;x
CA_four_L3;;;;;;;;;;;;;;x
CA_four_L3_desc;;;;;;;;;;;;;;x
CA_pierre_taille_L1;;;;;;;;;;;;;;x
CA_pierre_taille_L1_desc;;;;;;;;;;;;;;x
CA_pierre_taille_L2;;;;;;;;;;;;;;x
CA_pierre_taille_L2_desc;;;;;;;;;;;;;;x
CA_pierre_taille_L3;;;;;;;;;;;;;;x
CA_pierre_taille_L3_desc;;;;;;;;;;;;;;x
CA_fonderie_L1;;;;;;;;;;;;;;x
CA_fonderie_L1_desc;;;;;;;;;;;;;;x
CA_fonderie_L2;;;;;;;;;;;;;;x
CA_fonderie_L2_desc;;;;;;;;;;;;;;x
CA_fonderie_L3;;;;;;;;;;;;;;x
CA_fonderie_L3_desc;;;;;;;;;;;;;;x
CA_outilleur_L1;;;;;;;;;;;;;;x
CA_outilleur_L1_desc;;;;;;;;;;;;;;x
CA_outilleur_L2;;;;;;;;;;;;;;x
CA_outilleur_L2_desc;;;;;;;;;;;;;;x
CA_outilleur_L3;;;;;;;;;;;;;;x
CA_outilleur_L3_desc;;;;;;;;;;;;;;x
CA_armurerie_L1;;;;;;;;;;;;;;x
CA_armurerie_L1_desc;;;;;;;;;;;;;;x
CA_armurerie_L2;;;;;;;;;;;;;;x
CA_armurerie_L2_desc;;;;;;;;;;;;;;x
CA_armurerie_L3;;;;;;;;;;;;;;x
CA_armurerie_L3_desc;;;;;;;;;;;;;;x
CA_atelier_L1;;;;;;;;;;;;;;x
CA_atelier_L1_desc;;;;;;;;;;;;;;x
CA_atelier_L2;;;;;;;;;;;;;;x
CA_atelier_L2_desc;;;;;;;;;;;;;;x
CA_atelier_L3;;;;;;;;;;;;;;x
CA_atelier_L3_desc;;;;;;;;;;;;;;x
CA_draperie_L1;;;;;;;;;;;;;;x
CA_draperie_L1_desc;;;;;;;;;;;;;;x
CA_draperie_L2;;;;;;;;;;;;;;x
CA_draperie_L2_desc;;;;;;;;;;;;;;x
CA_draperie_L3;;;;;;;;;;;;;;x
CA_draperie_L3_desc;;;;;;;;;;;;;;x
CA_ELEV_cheval_L1;;;;;;;;;;;;;;x
CA_ELEV_cheval_L1_desc;;;;;;;;;;;;;;x
CA_ELEV_cheval_L2;;;;;;;;;;;;;;x
CA_ELEV_cheval_L2_desc;;;;;;;;;;;;;;x
CA_ELEV_cheval_L3;;;;;;;;;;;;;;x
CA_ELEV_cheval_L3_desc;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x;
#;-Villes-;-Villes-;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x;
#FERME CEREALIERE (plaine et terres arables);;;;;;;;;;;;;;;x
CT_AGRI_cereale_L1;CEREALES : Plaine Défrichée;CEREALES : Plaine Défrichée;;;;;;;;;;;;x;
CT_AGRI_cereale_L1_desc;Ce terrain a été défriché et devrait bientôt pouvoir produire des céréales.;Ce terrain a été défriché et devrait bientôt pouvoir produire des céréales.;;;;;;;;;;;;x;
CT_AGRI_cereale_L2;CEREALES : Champs Cultivés;CEREALES : Champs Cultivés;;;;;;;;;;;;x;
CT_AGRI_cereale_L2_desc;Ce terrain comporte maintenant plusieurs champs cultivés où se succèdent les assolements triennaux céréaliers au fil des saisons.;Ce terrain comporte maintenant plusieurs champs cultivés où se succèdent les assolements triennaux céréaliers au fil des saisons.;;;;;;;;;;;;x;
CT_AGRI_cereale_L3;CEREALES : Exploitation Agricole;CEREALES : Exploitation Agricole;;;;;;;;;;;;x;
CT_AGRI_cereale_L3_desc;Ce qui était naguère un tas de broussailles est maintenant une exploitation agricole où la culture de la céréale est menée de main de maître.;Ce qui était naguère un tas de broussailles est maintenant une exploitation agricole où la culture de la céréale est menée de main de maître.;;;;;;;;;;;;x;
#VERGER (côteaux);;;;;;;;;;;;;;;x
CT_AGRI_verger_L1;FRUITS : Vergers Épars;FRUITS : Vergers Épars;;;;;;;;;;;;x;
CT_AGRI_verger_L2;FRUITS : Grands Vergers;FRUITS : Grands Vergers;;;;;;;;;;;;x;
CT_AGRI_verger_L3;FRUITS : Vergers Communaux;FRUITS : Vergers Communaux;;;;;;;;;;;;x;
#ELEVAGE bovin;;;;;;;;;;;;;;;x
CT_ELEV_bovin_L1;BETAIL : Pré;BETAIL : Pré;;;;;;;;;;;;x;
CT_ELEV_bovin_L1_desc;Un pré pour les bovins a été délimité.;Un pré pour les bovins a été délimité.;;;;;;;;;;;;x;
CT_ELEV_bovin_L2;BETAIL : Enclos à bovins;BETAIL : Enclos à bovins;;;;;;;;;;;;x;
CT_ELEV_bovin_L2_desc;Sur le pré, un ensemble de barrière formant un enclos a été établi.;Sur le pré, un ensemble de barrière formant un enclos a été établi.;;;;;;;;;;;;x;
CT_ELEV_bovin_L3;BETAIL : Étable;BETAIL : Étable;;;;;;;;;;;;x;
CT_ELEV_bovin_L3_desc;Une étable accueillant les bêtes pour la nuit a été batie.;Une étable accueillant les bêtes pour la nuit a été batie.;;;;;;;;;;;;x;
#BOIS (plaine + foret );;;;;;;;;;;;;;;x
CT_BOIS_bois_L1;BOIS : Site de Coupe de Bois;BOIS : Site de Coupe de Bois;;;;;;;;;;;;x;
CT_BOIS_bois_L2;BOIS : Camp de Bûcherons;BOIS : Camp de Bûcherons;;;;;;;;;;;;x;
CT_BOIS_bois_L3;BOIS : Exploitation Forestière;BOIS : Exploitation Forestière;;;;;;;;;;;;x;
#CHARBON DE BOIS (foret);;;;;;;;;;;;;;;x
CT_BOIS_charbon_L1;CHARBON DE BOIS : Charbonnière Improvisée;CHARBON DE BOIS : Charbonnière Improvisée;;;;;;;;;;;;x;
CT_BOIS_charbon_L2;CHARBON DE BOIS : Charbonnière Permanente;CHARBON DE BOIS : Charbonnière Permanente;;;;;;;;;;;;x;
CT_BOIS_charbon_L3;CHARBON DE BOIS : Charbonnière Communale;CHARBON DE BOIS : Charbonnière Communale;;;;;;;;;;;;x;
#CARRIERE pierre (montagne + côteau);;;;;;;;;;;;;;;x
CT_CARR_pierre_L1;PIERRE : Carrière sommaire;PIERRE : Carrière sommaire;;;;;;;;;;;;x;
CT_CARR_pierre_L1_desc;L'exploitation consiste surtout à casser des rochers plus gros dans un éboulis ou un affleurement rocheux d'une colline. On y extrait péniblement roches et remblais qui seront utilisés localement.;L'exploitation consiste surtout à casser des rochers plus gros dans un éboulis ou un affleurement rocheux d'une colline. On y extrait péniblement roches et remblais qui seront utilisés localement.;;;;;;;;;;;;x;
CT_CARR_pierre_L2;PIERRE : Front de taille;PIERRE : Front de taille;Carrière : Front de taille;;;;;;;;;;;;x
CT_CARR_pierre_L2_desc;L'intensification de l'extraction a formé cette paroi verticale ouverte dans le flanc de plateau, permettant d'extraire de la pierre en gros bloc qui pourront donner ensuite une belle pierre de taille.;L'intensification de l'extraction a formé cette paroi verticale ouverte dans le flanc de plateau, permettant d'extraire de la pierre en gros bloc qui pourront donner ensuite une belle pierre de taille.;;;;;;;;;;;;x;
CT_CARR_pierre_L3;PIERRE : Grande Carrière;PIERRE : Grande Carrière;;;;;;;;;;;;x;
CT_CARR_pierre_L3_desc;Ce site carrier fournit l'ensemble de la région en pierre de qualité qui sert notamment à l'édification de fortifications ou contructions telles les églises et cathédrales.;Ce site carrier fournit l'ensemble de la région en pierre de qualité qui sert notamment à l'édification de fortifications ou contructions telles les églises et cathédrales.;;;;;;;;;;;;x;
#MINE minerai sel(montagne + côteau + désert);;;;;;;;;;;;;;;x
CT_MINE_sel_L1;SEL : Puits de Saumure;SEL : Puits de Saumure;;;;;;;;;;;;x;
CT_MINE_sel_L2;SEL : Chaudière;SEL : Chaudière;;;;;;;;;;;;x;
CT_MINE_sel_L3;SEL : Saline;SEL : Saline;;;;;;;;;;;;x;
CT_MINE_sel_L4;SEL : Saline Fortifiée;SEL : Saline Fortifiée;;;;;;;;;;;;x;
CT_MINE_sel_L5;SEL : Grande Saline;SEL : Grande Saline;;;;;;;;;;;;x;
#MINE minerai or(désert);;;;;;;;;;;;;;;x
CT_MINE_or_L1;GOLD : improvised pit;OR : Mine sommaire;;;;;;;;;;;;;x
CT_MINE_or_L2;GOLD : small mine;OR : Petite excavation;;;;;;;;;;;;;x
CT_MINE_or_L3;GOLD : great mine;OR : Grande mine;;;;;;;;;;;;;x
#MINE minerai cuivre(désert);;;;;;;;;;;;;;;x
CT_MINE_cuivre_L1;COPPER : improvised pit;CUIVRE : Mine sommaire;;;;;;;;;;;;;x
CT_MINE_cuivre_L2;COPPER : small mine;CUIVRE : Petite excavation;;;;;;;;;;;;;x
CT_MINE_cuivre_L3;COPPER : great mine;CUIVRE : Grande mine;;;;;;;;;;;;;x
#FISH pêche (côtes);;;;;;;;;;;;;;;x
CT_FISH_peche_L1;PECHE : Ponton;PECHE : Ponton;;;;;;;;;;;;x;
CT_FISH_peche_L1_desc;Un ponton a été construit afin d'y accueillir quelques barques de pêcheurs.;Un ponton a été construit afin d'y accueillir quelques barques de pêcheurs.;;;;;;;;;;;;x;
CT_FISH_peche_L2;PECHE : Quai;PECHE : Quai;;;;;;;;;;;;x;
CT_FISH_peche_L2_desc;Le ponton a été transformé en un quai et peut maintenant accueillir une flotille de pêche ramenant suffisamment de poissons tant pour nourrir la population locale qu'alimenter les activités de salage et fumage de la région.;Le ponton a été transformé en un quai et peut maintenant accueillir une flotille de pêche ramenant suffisamment de poissons tant pour nourrir la population locale qu'alimenter les activités de salage et fumage de la région.;;;;;;;;;;;;x;
CT_FISH_peche_L3;PECHE : Port;PECHE : Port;;;;;;;;;;;;x;
CT_FISH_peche_L3_desc;C'est maintenant un port fourmillant d'activités et accueillant une pêche abondante qui est installé sur le site.;C'est maintenant un port fourmillant d'activités et accueillant une pêche abondante qui est installé sur le site.;;;;;;;;;;;;x;
#VIN (coteaux);;;;;;;;;;;;;;x;
CT_chai_L1;VIN : Chai Modeste;VIN : Chai Modeste;;;;;;;;;;;;x;
CT_chai_L2;VIN : Chai Agrandi;VIN : Chai Agrandi;;;;;;;;;;;;x;
CT_chai_L3;VIN : Grand Chai;VIN : Grand Chai;;;;;;;;;;;;x;
CT_chai_L4;VIN : Chai Réputé;VIN : Chai Réputé;;;;;;;;;;;;x;
CT_chai_L5;VIN : Chai de Haute Renommée;VIN : Chai de Haute Renommée;;;;;;;;;;;;x;
#BIERE;;;;;;;;;;;;;;x;
CT_brasserie_L1;BIERE : Brasserie Modeste;BIERE : Brasserie Modeste;;;;;;;;;;;;x;
CT_brasserie_L2;BIERE : Brasserie Agrandie;BIERE : Brasserie Agrandie;;;;;;;;;;;;x;
CT_brasserie_L3;BIERE : Grande Brasserie;BIERE : Grande Brasserie;;;;;;;;;;;;x;
CT_brasserie_L4;BIERE : Brasserie Réputée;BIERE : Brasserie Réputée;;;;;;;;;;;;x;
CT_brasserie_L5;BIERE : Brasserie de Haute Renommée;BIERE : Brasserie de Haute Renommée;;;;;;;;;;;;x;
#;x;x;;;;;;;;;;;;x
