CODE;ENGLISH;FRENCH;;;;;;;;;;;;x
relique07;Saint Fiacre's Relic;Relique de Saint Fiacre;;;;;;;;;;;;x
#relique07_desc;;;;;;;;;;;;;;x
relique08;Saint Remy's Relic;Relique de Saint Rémy;;;;;;;;;;;;x
#relique08_desc;;;;;;;;;;;;;;x
relique09;Saint Germain's Relic;Relique de Saint Germain;;;;;;;;;;;;x
#relique09_desc;;;;;;;;;;;;;;x
relique10;Saint Arnoulf's Relic;Relique de Saint Arnould;;;;;;;;;;;;x
#relique10_desc;;;;;;;;;;;;;;x
relique11;Saint Séverin's Relic;Relique de Saint Séverin;;;;;;;;;;;;x
#relique11_desc;;;;;;;;;;;;;;x
relique12;Saint Honoratus' Relic;Relique de Saint Honorat;;;;;;;;;;;;x
#relique12_desc;;;;;;;;;;;;;;x
relique13;Saint Blaise's Relic;Relique de Saint Blaise;;;;;;;;;;;;x
#relique13_desc;;;;;;;;;;;;;;x
relique14;Saint Eliphe's Relic;Relique de Saint Eliphe;;;;;;;;;;;;x
relique14_desc;Martyr of Lorraine, he converted many pagans, which earned him a decapitation. His skull has remained hidden for many years before resurfacing.;Martyr de Lorraine, il a converti nombre de païens, ce qui lui a valu la décapitation. Son crâne est resté caché de nombreuses années avant de reparaître.;;;;;;;;;;;;x
relique15;Saint Hilarion's Relic;Relique de Saint Hilarion;;;;;;;;;;;;x
relique15_desc;The ring finger of the saint is preserved in a most thin crystal tube and closed on each side by a gelded cap and covered with many precious stones. As for what the special interest surrounding his finger, no one knows what makes it so special.;L'annulaire du Saint est conservé dans un tube de cristal des plus fins et fermé sur chaque côté par un opercule doré et orné de pierres précieuses. Quant à l'intérêt du doigt en soit, nul ne sait ce qui le rend si exceptionnel.;;;;;;;;;;;;x
relique16;Saint Siricius' Relic;Relique de Saint Sirice;;;;;;;;;;;;x
#relique16_desc;;;;;;;;;;;;;;x
relique17;Saint Aude's Relic;Relique de Sainte Aude;;;;;;;;;;;;x
relique17_desc;This thigh bone is well beautiful I must say, the size of which make us believe that the Blessed had mighty long and smooth legs ...;Ce fémur est un bien bel os il faut dire, dont la taille laisse à croire que la Sainte avait de sacrément longues et douces jambes...;;;;;;;;;;;;x
relique18;Saint Sabina's Relic;Relique de Sainte Sabine;;;;;;;;;;;;x
#relique18_desc;;;;;;;;;;;;;;x
relique19;Saint Genevieve's Relic;Relique de Sainte Geneviève;;;;;;;;;;;;x
#relique19_desc;;;;;;;;;;;;;;x
relique20;Saint Fara's Relic;Relique de Sainte Fare;;;;;;;;;;;;x
relique20_desc;The eyeball of this blind miracle, floating gently in a divine liquid in its bowl is, they say, a sight as sharp as the Almighty himself. Many people believe he can restore sight.;Le globe oculaire de cette aveugle miraculée, flottant gentiment dans un liquide divin dans son bocal a, dit-on, le regard aussi perçant que le tout-puissant lui-même. Nombreux sont ceux à croire qu'il peut rendre la vue.;;;;;;;;;;;;x
relique21;Saint Onenne's Relic;Relique de Sainte Onenne;;;;;;;;;;;;x
relique21_desc;This saint of Breton origin and linked to the Christianization of the region is often associated with the goose because of his name. Concisely bound goose feathers are evidence behind this holy relic.;Cette sainte d'origine bretonne et liée à la christianisation de sa région et son nom est souvent associée à l'oie. C'est justement des plumes d'oie enliassées qui constituent cette sainte relique.;;;;;;;;;;;;x
relique22;Saint Matilda Relic;Relique de Sainte Mathilde;;;;;;;;;;;;x
#relique22_desc;;;;;;;;;;;;;;x
relique23;Saint Sylvie's Relic;Relique de Sainte Sylvie;;;;;;;;;;;;x
#relique23_desc;;;;;;;;;;;;;;x
relique24;Saint Brigitte's Relic;Relique de Sainte Brigitte;;;;;;;;;;;;x
#relique24_desc;;;;;;;;;;;;;;x
relique25;Saint Odile's Relic;Relique de Sainte Odile;;;;;;;;;;;;x
relique25_desc;;Odile, alors enfant n'a pas encore reçu le baptême. Or, c'est le moment où le moine irlandais Erhard, évêque d'Ardagh, parcourant la Bavière, a une vision dans laquelle Dieu lui ordonne de se rendre à Baume afin de procéder à ce baptême. Ce qu'il fait quelques jours plus tard : au moment où l'huile sainte touche les yeux de l'enfant, celle-ci retrouve la vue. C'est à ce moment qu'elle reçoit le nom d'Odile, qui signifie « fille de la lumière ». \nLe reliquaire orné des ors les plus fins, renferme dans un tube cristallin, une petite perle noire brillante : la pupille dit-on de la Sainte.;;;;;;;;;;;;x
#relique_pour_jaloux;Forged relic;Relique falsifiée;;;;;;;;;;;;x
#relique_pour_jaloux_desc;A relic falasified by an individual itching to construct a cathedral;Une relique falsifiée par quelqu'un d'envieux pour construire une cathédrale;;;;;;;;;;;;x
relique_fort_douteuse;Doubtful relic;Relique fort douteuse;;;;;;;;;;;;x
relique_fort_douteuse_desc;;Relique à l'origine très suspecte;;;;;;;;;;;;x
relique_falsifiee;Forged relic;Relique falsifiée;;;;;;;;;;;;x
relique_falsifiee_desc;;Une relique falsifiée qui a servi à construire une cathédrale;;;;;;;;;;;;x
relique_mineure;Minor relic;Relique mineure;;;;;;;;;;;;x
relique_mineure_desc;;Reste d'un personnage assez mineur parmi les saints de la chrétienté;;;;;;;;;;;;x
relique_achercher_01;Mysterious relic;Relique mystérieuse;;;;;;;;;;;;x
relique_achercher_01_desc;This relic was revealed to the World only recently. It was lost for centuries before reappearing here, in this unexpected region.;Cette relique s'est révélée au Monde il y a peu. Elle était restée cachée pendant plusieurs siècles avant de reparaître dans cette région assez improbable.;;;;;;;;;;;;x
relique_achercher_02;Mysterious relic;Relique mystérieuse;;;;;;;;;;;;x
relique_achercher_02_desc;This relic was revealed to the World only recently. It was lost for centuries before reappearing here, in this unexpected region.;Cette relique s'est révélée au Monde il y a peu. Elle était restée cachée pendant plusieurs siècles avant de reparaître dans cette région assez improbable.;;;;;;;;;;;;x
relique_achercher_03;Mysterious relic;Relique mystérieuse;;;;;;;;;;;;x
relique_achercher_03_desc;This relic was revealed to the World only recently. It was lost for centuries before reappearing here, in this unexpected region.;Cette relique s'est révélée au Monde il y a peu. Elle était restée cachée pendant plusieurs siècles avant de reparaître dans cette région assez improbable.;;;;;;;;;;;;x
relique_achercher_04;Mysterious relic;Relique mystérieuse;;;;;;;;;;;;x
relique_achercher_04_desc;This relic was revealed to the World only recently. It was lost for centuries before reappearing here, in this unexpected region.;Cette relique s'est révélée au Monde il y a peu. Elle était restée cachée pendant plusieurs siècles avant de reparaître dans cette région assez improbable.;;;;;;;;;;;;x
relique_achercher_05;Mysterious relic;Relique mystérieuse;;;;;;;;;;;;x
relique_achercher_05_desc;This relic was revealed to the World only recently. It was lost for centuries before reappearing here, in this unexpected region.;Cette relique s'est révélée au Monde il y a peu. Elle était restée cachée pendant plusieurs siècles avant de reparaître dans cette région assez improbable.;;;;;;;;;;;;x
relique_generique;Relic;Relique;;;;;;;;;;;;x
relique_graal_01;The Holy Grail;Le Saint Graal;;;;;;;;;;;;x
relique_graal_01_desc;The Holy Grail;Le Saint Graal ! ;;;;;;;;;;;;x
#;;x;;;;;;;;;;;;x
chantier_stop;Construction Stopped;Chantier Arrêté;;;;;;;;;;;;x
chantier_stop_desc;It is more than likely that this rather critical situation is the direct impact of gross incompetence by one of your subordinates. Still, such situation must end as quickly and not recur;Il est plus que vraisemblable que cette situation plutôt critique est la répercussion directe de la flagrante incompétence d'un de vos maître d'ouvrage. Toujours est-il qu'une telle situation doit cesser au plus vite et ne plus se reproduire.;;;;;;;;;;;;x
chantier_stop_rivalite_1;Construction Stopped;Chantier Arrêté;;;;;;;;;;;;x
chantier_stop_rivalite_1_desc;;Suite à un grave coup bas intenté contre la construction, celle-ci s'est arrêtée.;;;;;;;;;;;;x
chantier_stop_rivalite_2;Construction Stopped;Chantier Arrêté;;;;;;;;;;;;x
chantier_stop_rivalite_2_desc;;Suite à un grave coup bas intenté contre la construction, celle-ci s'est arrêtée.;;;;;;;;;;;;x
chantier_stop_rivalite_3;Construction Stopped;Chantier Arrêté;;;;;;;;;;;;x
chantier_stop_rivalite_3_desc;;Suite à un grave coup bas intenté contre la construction, celle-ci s'est arrêtée.;;;;;;;;;;;;x
chantier_down;Construction Slowed;Les travaux piétinent;;;;;;;;;;;;x
chantier_down_desc;The project is painly slow, it falls onto your site managers to move their bacon !;Le chantier peine à avancer, il va falloir que vos maîtres d'ouvrage se bougent un peu le lard !;;;;;;;;;;;;x
chantier_down_rivalite_1;Construction Slowed;Les travaux piétinent;;;;;;;;;;;;x
chantier_down_rivalite_1_desc;;Le chantier a subit un coup bas et mettra quelque temps pour s'en remettre.;;;;;;;;;;;;x
chantier_down_rivalite_2;Construction Slowed;Les travaux piétinent;;;;;;;;;;;;x
chantier_down_rivalite_2_desc;;Le chantier a subit un coup bas et mettra quelque temps pour s'en remettre.;;;;;;;;;;;;x
chantier_down_rivalite_3;Construction Slowed;Les travaux piétinent;;;;;;;;;;;;x
chantier_down_rivalite_3_desc;;Le chantier a subit un coup bas et mettra quelque temps pour s'en remettre.;;;;;;;;;;;;x
chantier_up;Accelerated Construction;Les travaux vont bon train;;;;;;;;;;;;x
chantier_up_desc;Construction is going well, we can hope finish within the planned delays.;Le rythme du chantier se déroule à bonne allure, on peut même espérer finir à temps.;;;;;;;;;;;;x
chantier_cathedrale;Cathedral Building Site;Construction d'une Cathédrale;;;;;;;;;;;;x
chantier_cathedrale_desc;A Cathedrale is under construction on this lord's lands.;Une Cathédrale est en construction sur les terres de ce seigneur.;;;;;;;;;;;;x
loge_modifier;;Présence d'une loge pour ouvriers;;;;;;;;;;;;x
loge_modifier_desc;;La loge permet aux ouvriers de travailler plus efficacement l'hiver.\nElle permet également de former les ouvriers.;;;;;;;;;;;;x
#;;x;;;;;;;;;;;;x
agriculture1;Fertile Farmland;Région Agricole ;;;;;;;;;;;;x
agriculture1_desc;The land in this region is uncharacteristically fertile and many crops can potentially be cultivated here.;Cette région présente un fort potentiel agricole qui ne demande qu'à être toujours mieux exploité.;;;;;;;;;;;;x
agriculture2_cereales;Agriculture: Cereals;Agriculture: CEREALES;;;;;;;;;;;;x
agriculture2_cereales_desc;This region has been cultivated and many bountiful harvest is assured. These lands produce a wide variety of cereals.;Cette région a été mise en culture et assure de bons rendements. Les plaines produisent une grande variété de céréales.;;;;;;;;;;;;x
agriculture2_fruits;Agriculture: Fruits;Agriculture: FRUITS;;;;;;;;;;;;x
agriculture2_fruits_desc;This region has been cultivated and many bountiful harvest is assured. The many hills and terraces here are covered with orchards with trees bending under the weight of their abundant fruit.;Cette région a été mise en culture et assure de bons rendements. Les zones vallonnées ou à flanc de coteaux sont couvertes de vergers aux arbres ployant sous le poids de leur abondante production.;;;;;;;;;;;;x
agriculture2_legumes;Agriculture: Vegetables;Production MARAICHERE;;;;;;;;;;;;x
agriculture2_legumes_desc;The rich and fertile soil permits the growing of legumes and vegetables to stock local markets and feed the common people.;La terre riche et fertile permet la production de légumes et plantes de toutes sorte qui aliment les marchés locaux et nourrit le peuple.;;;;;;;;;;;;x
agriculture2_vigne;Agriculture: Vineyards;Agriculture: VIGNES;;;;;;;;;;;;x
agriculture2_vigne_desc;The hills here are planted with vines used primarily in the manufacture of wine.;Les côteaux sont ici plantés de vignes servant principalement à l'élaboration de vin.;;;;;;;;;;;;x
agriculture3_farine;Cereals: Flour;Agriculture: FARINE;;;;;;;;;;;;x
agriculture3_farine_desc;Wheat is grown here in abundance and is milled to produce flour, an critical resource needed to sustain large populations. A rich wheat-producing province is a great boon to the local lord.;Les farines produites servent avant tout à fabriquer, base de l'alimentation des plus nombreux. Etre une province productice est un avantage certain.;;;;;;;;;;;;x
agriculture3_biere;Agriculture: Beer;Agriculture : BIERE;;;;;;;;;;;;x
agriculture3_biere_desc;The rich, golden hues and fine foam are but a few of the selling points for our renowned local beer! Hops are grown here and refined to produce a most delicious brew.;Les reflets dorés, la fine mousse couvrant la chope de ce brassin sont à eux seuls de très bons arguments de vente pour notre bière locale ! ;;;;;;;;;;;;x
agriculture3_cidre;Agriculture: Cider;Agriculture : CIDRE;;;;;;;;;;;;x
agriculture3_cidre_desc;The quality of the cider produced in these lands can be judged by the quantities sold in the markets and in the taverns!;La réputation du cidre produit sur ses terres n'est à faire à en juger par les quantités écoulées sur les marchés et dans les tavernes ! ;;;;;;;;;;;;x
agriculture3_vin;Agriculture : Wine;Agriculture : VIN;;;;;;;;;;;;x
agriculture3_vin_desc;The wineries of this province produce barrels in excess, enough to fill the cellars of all the nobles and burghers of the region.;Les chais de la province produisent suffisament de surplus qui remplissent les caves des nobles et bourgeois de la région.;;;;;;;;;;;;x
agriculture4_pain;Agriculture: Bread;Agriculture : PAIN;;;;;;;;;;;;x
agriculture4_pain_desc;Although bread is a common enough commodity, not all regions have a surplus to sell at trade fairs and markets as is the case in this province.;Si le pain est un produit assez commun, toutes les régions ne disposent de surplus à vendre ou échanger sur les foires et marchés comme c'est le cas dans cette province.;;;;;;;;;;;;x
agriculture3_biere_Q1;Quality Beer;Bière de qualité;;;;;;;;;;;;x
agriculture3_biere_Q1_desc;The rich, golden hues and fine foam are but a few of the selling points for our renowned local beer! Hops are grown here and refined to produce a most delicious brew.\nThe beer from the local breweries is known for its quality and is sought after by enterprising merchants.;Les reflets dorés, la fine mousse couvrant la chope de ce brassin sont à eux seuls de très bons arguments de vente pour notre bière locale ! \nLa bière issue des brasseries de la province sont réputées être de bonne qualité. Une qualité reconnue y compris en dehors de la province.;;;;;;;;;;;;x
agriculture3_biere_Q2;Renowned Beer;Bière réputée;;;;;;;;;;;;x
agriculture3_biere_Q2_desc;The rich, golden hues and fine foam are but a few of the selling points for our renowned local beer! Hops are grown here and refined to produce a most delicious brew.\nThe reputation of the local breweries extend far beyond our borders. That secret brewing technique might be making all the difference...;Les reflets dorés, la fine mousse couvrant la chope de ce brassin sont à eux seuls de très bons arguments de vente pour notre bière locale ! \nLa réputation de la bière locale dépasse largement les limites de la province. On dit qu'un ingrédient secret fait toute la différence...;;;;;;;;;;;;x
agriculture3_biere_Q3;Famous Beer;Bière de haute renommée;;;;;;;;;;;;x
agriculture3_biere_Q3_desc;The rich, golden hues and fine foam are but a few of the selling points for our renowned local beer! Hops are grown here and refined to produce a most delicious brew.\nThe beer produced here is highly coveted for its impeccable quality and unique taste, and many claim it to be simply the best on the markets!;Les reflets dorés, la fine mousse couvrant la chope de ce brassin sont à eux seuls de très bons arguments de vente pour notre bière locale ! \nLa bière de la province a atteint un niveau de renommée sans pareil. Son caractère unique et sa très grande qualité ni sont surement pas pour rien !;;;;;;;;;;;;x
agriculture3_vin_Q1;Quality Wines;Vins de qualité;;;;;;;;;;;;x
agriculture3_vin_Q1_desc;The wineries of this province produce barrels in excess, enough to fill the cellars of all the nobles and burghers of the region.\nThe vintages in this region ;Les chais de la province produisent suffisament de surplus qui remplissent les caves des nobles et bourgeois de la région.\nLa qualité des vins produits est reconnue même hors la province.;;;;;;;;;;;;x
agriculture3_vin_Q2;Renowned Wines;Vins réputés;;;;;;;;;;;;x
agriculture3_vin_Q2_desc;The wineries of this province produce barrels in excess, enough to fill the cellars of all the nobles and burghers of the region.\nThe reputation of the vintages produced here extend far beyond our borders and samples can be found even in the most distant markets.;Les chais de la province produisent suffisament de surplus qui remplissent les caves des nobles et bourgeois de la région.\nLa renommée des crus produits ici dépasse largement les frontières et l'on consomme ces vins un peu partout.;;;;;;;;;;;;x
agriculture3_vin_Q3;Famous Wines;Vins de haute renommée;;;;;;;;;;;;x
agriculture3_vin_Q3_desc;The wineries of this province produce barrels in excess, enough to fill the cellars of all the nobles and burghers of the region.\nThe unrivalled excellence of this region's wines are attested by their demand by lords and nobles of any self-respecting court, both near and far.;Les chais de la province produisent suffisament de surplus qui remplissent les caves des nobles et bourgeois de la région.\nL'excellence des grands vins n'est plus à prouver au regard des exportations qui irriguent le royaume et les cours, parfois même dans des contrées lointaines.;;;;;;;;;;;;x
elevage1;Expansive Pastures;Région Pastorale;;;;;;;;;;;;x
elevage1_desc;After extensive land clearance projects, this area has many green meadows quite suitable for breeding and grazing large herds of animals.;A force d'essartage, la région compte de nombreuses prairies verdoyantes tout à fait propices à l'élevage.;;;;;;;;;;;;x
elevage2_laine;Pastoral: Sheep;Production de LAINE;;;;;;;;;;;;x
elevage2_laine_desc;The hills and pastures of this province are home to many shepherds and their flocks of sheep, from which quality wool is shorn and bundled for sale at the local fairs.;L'élevage prospère dans la province et fournit une belle laine qui fera un malheur à la foire annuelle.;;;;;;;;;;;;x
elevage2_boeuf;Pastoral: Cattle;Élevage: BETAIL;;;;;;;;;;;;x
elevage2_boeuf_desc;Cattle farms dot the countryside, raising bovines renowned for their strength as well as utility, being useful for agriculture as well as meat and leather.;L'élevage prospère dans la province et fournit du bon bétail utile tant aux travaux des champs, tant à la production de viande.;;;;;;;;;;;;x
elevage2_fromage;Pastoral: Dairy;Production de FROMAGE;;;;;;;;;;;;x
elevage2_fromage_desc;Caseiculture and dairy farms prosper in this pastoral province, providing the people with an abundant output of milks, cheeses, and other dairy cultures.;L'élevage prospère dans la province et fournit grâce à son abondante production de lait, fromages et autres délices laitiers nourriciers.;;;;;;;;;;;;x
elevage4_drap;Pastoral: Textiles;Elevage : DRAP;;;;;;;;;;;;x
elevage4_drap_desc;Fine textiles are dyed and woven in this province due to the steady supply of quality wool from the countryside.;;;;;;;;;;;;;x
elevage3_viande;Pastoral: Beef;Elevage : VIANDE;;;;;;;;;;;;x
elevage3_viande_desc;A staple of developing urban societies, meat can never be produced in overabundance. However, the cattle farms here supply the cities of the region with high volumes of quality meat to be cured and sold to the burghers.;;;;;;;;;;;;;x
elevage3_etoffe;Pastoral: Spun Cloth;Elevage : ETOFFE;;;;;;;;;;;;x
elevage3_etoffe_desc;Wool harvested from sheep in the country are woven here into sheets and sold to the cities to be turned into beautiful clothes and drapes.;;;;;;;;;;;;;x
elevage3_cuir;Pastoral: Leather;Elevage : CUIR;;;;;;;;;;;;x
elevage3_cuir_desc;High-quality leather is a major export of this province, useful in industry as well as military applications.;;;;;;;;;;;;;x
elevage2_cheval;Pastoral: Steppe Horses;Elevage : CHEVAL;;;;;;;;;;;;x
elevage2_cheval_desc;The vast expanse of steppe in this province is home to some breeds of uniquely robust horses. The tribesmen have succeeded in taming a significant number to sell to passing merchants as well as to the local lord's stablemaster.;;;;;;;;;;;;;x
foret1;Dense Forest;Domaine Forestier;;;;;;;;;;;;x
foret1_desc;This province abounds with thick forests teeming with wildlife and, of course, trees available for exploitation. However, a §YForester§! is needed to manage its resources and ensure its security.;La province abonde de belles forêts. Engager un §YForestier§! est indispensable pour en assurer la gestion et la sécurité.;;;;;;;;;;;;x
foret2_bois;Forestry: Timber;Exploitation Forestière: BOIS;;;;;;;;;;;;x
foret2_bois_desc;The quality of the lumber harvested from these rich forests permits the production of sturdy wood for use in construction or the manufacture of other products.;Le gros calibre des arbres permet ici de produire du bois qui pourra être transformé pour servir à la construction ou à la fabrication d'objets divers.;;;;;;;;;;;;x
foret2_charbon;Forestry: Charcoal;Exploitation Forestière: CHARBON;;;;;;;;;;;;x
foret2_charbon_desc;Small trees and shrubs harvested from the outlying woodlands are turned into charcoal, a effective combustible notably used in glassmaking and metalworking.;Les plus petits arbres et taillis sont ici transformés en charbon de bois, un combustible efficace utilisé notamment pour la fabrication du verre ou la fonte de métal.;;;;;;;;;;;;x
foret2_chasse;Forestry: Hunting;Domaine de Chasse;;;;;;;;;;;;x
foret2_chasse_desc;The game in these lands are reserved solely for the private use of the lord for hunting. The use of other minor resources on a small scale is permitted but poaching and deforestation are severely punished.;Il s'agit là des terres réservées à l'usage privé du seigneur pour la pratique de la chasse. L'exploitation des autres ressources y est limité et tout braconnage sera durement réprimé.;;;;;;;;;;;;x
foret2_holy;Forestry: Woodland Sanctuary;Forêt Sanctuarisée;;;;;;;;;;;;x
foret2_holy_desc;The majority of these forests have been decreed under sanctuary by the local lord, protecting them from exploitation. Access to resources in these lands are extremely limited.;La plus grande partie de ces forêts a été sanctuarisée pour y abriter des lieux d'ermitage ou de retraite spirituelle, l'accès aux ressources pour les populations y est limité.;;;;;;;;;;;;x
foret2_expl;Exploited Forest;Forêt exploitée;;;;;;;;;;;;x
foret2_expl_desc;The abundant resources of these forests are actively being exploited for purposes of industry.;Forêt exploitée;;;;;;;;;;;;x
foret3_planche;Forestry: Lumber;BOIS : planches;;;;;;;;;;;;x
foret3_planche_desc;Wood harvested from the many forests in this region is then processed and made available as lumber for construction and industry.;;;;;;;;;;;;;x
foret3_verre;GLASS;VERRE;;;;;;;;;;;;x
foret3_verre_desc;These woods have much-needed combustible material and are fueling a thriving glass-making industry in this region.;Le bois abondant fournit le combustible à nombre de verriers qui pulullent dans les forêts.;;;;;;;;;;;;x
pierre1;Stone Deposits;Gisements de Pierre;;;;;;;;;;;;x
pierre1_desc;The characteristic rock faces of the region could potentially be mined for stone, whether to be used for simple paving or cut into blocks for more complex construction projects.;Le caractère rocheux de la région, présente un bon potentiel pour fournir de la pierre, qu'il s'agisse de simple remblai ou de blocs de pierres à tailler pour servir à la construction.;;;;;;;;;;;;x
pierre2_pierre_brute;Masonry: Stone;Extraction de PIERRE;;;;;;;;;;;;x
pierre2_pierre_brute_desc;The stone extracted here supply the stone-masons of the region.;La roche extraite ici fournira les tailleurs de pierre de la région.;;;;;;;;;;;;x
pierre3_pierre_taille;Masonry: Worked Stone;PIERRE de taille;;;;;;;;;;;;x
pierre3_pierre_taille_desc;The stonemasons' guilds ring with the sounds of chisels and saws to fulfill the many orders for cut stone from the local lords to bring their construction projects to completion.;blup blup blup ! ;;;;;;;;;;;;x
minerai1;Mineral Deposit;Gisement Minéral;;;;;;;;;;;;x
minerai1_desc;The sub-soil in this region holds a high concentration of various mineral veins. It might be time to create the infrastructure necessary to exploit these riches.;Le sous-sol présente ici une concentration supérieure en filons de différents minéraux. Il serait peut être temps d'en commencer une exploitation plus rationnelle.;;;;;;;;;;;;x
minerai2_fer;Mining: Raw Ores;Extraction de MINERAI;;;;;;;;;;;;x
minerai2_fer_desc;The local mines exploit the mineral riches of the sub-soil and export raw ores to be smelted into various useful metals.;Les mines exploitent ici les richesses minérales du sous-sol et fournissent du minerai de différents métaux.;;;;;;;;;;;;x
minerai2_sel_gemme;Mining: Salt;Extraction de SEL;;;;;;;;;;;;x
minerai2_sel_gemme_desc;The local mines delve deep into the sub-soil and boil the extracted brine in significant quantities to supply local markets with precious salt crystals.;Les richesses minérales du sous-sol sont ici exploitées et fournissent de belles gemmes de sel.;;;;;;;;;;;;x
minerai3_metal;Mining: Iron;METAL;;;;;;;;;;;;x
minerai3_metal_desc;The mineral riches of the subsoil yield significant quantities of iron, useful for the manufacture of tools as well as weapons.;Les richesses minérales du sous-sol combinées au savoir faire des artisans permet une production abondante de métal de qualité, objet d'un commerce local foisonnant.;;;;;;;;;;;;x
minerai2_cuivre;Mining: Copper;CUIVRE;;;;;;;;;;;;x
minerai2_cuivre_desc;The mineral riches of the subsoil yield significant quantities of copper, useful for the manufacture of tools as well as coinage.;;;;;;;;;;;;;x
minerai2_or;Mining: Gold;OR;;;;;;;;;;;;x
minerai2_or_desc;The mineral riches of the subsoil yield significant quantities of gold, useful for the manufacture of luxury goods as well as coinage.;;;;;;;;;;;;;x
minerai3_sel_raffine;Mining: Refined Salt;SEL raffiné;;;;;;;;;;;;x
minerai3_sel_raffine_desc;The crude salt harvested in this region is refined into pure white crystals for a number of different uses.;Le sel brut récolté aux alentours est ici raffiné pour être utilisé pour nombre d'usages.;;;;;;;;;;;;x
minerai4_outils;Mining: Metal Tools;OUTILS en métal;;;;;;;;;;;;x
minerai4_outils_desc;The abundance and quality of quality smelted metals permits the forging of more robust and durable tools to fuel the region's developing industries.;L'abondance et la qualité des métaux disponibles permettent la fabrication d'outils toujours plus solides et performants qui s'arrancent sur les marchés et foires.;;;;;;;;;;;;x
minerai3_salaison;Mining: Salt Curing;SALAISONS;;;;;;;;;;;;x
